Version,AppName,Model,Release,Device,Board,Brand
NMEA-LOG-001,GPSLogger,SimulatedDrive,1.0,Generic-NMEA,CustomPCB,TestRig
Timestamp,Latitude,Longitude,AltitudeM,FixQuality,NumSats,HDOP,VDOP,PDOP,GeoidSepM,SpeedKnots,CourseDeg,MagVarDeg,DiffAge,DiffStation,NavMode
2025-01-19T14:30:04.800Z,40.866171,-124.083129,9.7,1,14,0.67,1.00,1.24,-6.3,16.7,172.8,14.2,,,3
2025-01-19T14:30:05.000Z,40.866106,-124.083096,9.6,1,14,0.67,1.00,1.24,-6.3,16.8,172.6,14.2,,,3
2025-01-19T14:30:05.200Z,40.866040,-124.083062,9.5,1,14,0.66,0.99,1.23,-6.3,16.9,172.3,14.2,,,3
2025-01-19T14:30:05.400Z,40.865974,-124.083027,9.4,1,14,0.66,0.99,1.23,-6.3,16.9,172.1,14.2,,,3
2025-01-19T14:30:05.600Z,40.865907,-124.082991,9.3,1,14,0.65,0.98,1.22,-6.3,17.0,171.8,14.2,,,3
2025-01-19T14:30:05.800Z,40.865839,-124.082954,9.2,1,14,0.65,0.98,1.22,-6.3,17.1,171.5,14.2,,,3
2025-01-19T14:30:06.000Z,40.865771,-124.082916,9.1,1,13,0.71,1.04,1.28,-6.3,17.2,171.3,14.2,,,3
2025-01-19T14:30:06.200Z,40.865702,-124.082877,9.0,1,13,0.71,1.04,1.28,-6.3,17.3,171.0,14.2,,,3
2025-01-19T14:30:06.400Z,40.865632,-124.082837,8.9,1,13,0.70,1.03,1.27,-6.3,17.4,170.7,14.2,,,3
2025-01-19T14:30:06.600Z,40.865562,-124.082796,8.8,1,13,0.70,1.03,1.27,-6.3,17.5,170.5,14.2,,,3
2025-01-19T14:30:06.800Z,40.865491,-124.082754,8.7,1,13,0.69,1.02,1.26,-6.3,17.5,170.2,14.2,,,3
2025-01-19T14:30:07.000Z,40.865419,-124.082711,8.6,1,13,0.69,1.02,1.26,-6.3,17.6,169.9,14.2,,,3
2025-01-19T14:30:07.200Z,40.865347,-124.082667,8.5,1,13,0.68,1.01,1.25,-6.3,17.7,169.6,14.2,,,3
2025-01-19T14:30:07.400Z,40.865274,-124.082622,8.4,1,13,0.68,1.01,1.25,-6.3,17.8,169.3,14.2,,,3
2025-01-19T14:30:07.600Z,40.865200,-124.082576,8.3,1,12,0.74,1.08,1.32,-6.3,17.9,169.0,14.2,,,3
2025-01-19T14:30:07.800Z,40.865126,-124.082529,8.2,1,12,0.74,1.08,1.32,-6.3,18.0,168.7,14.2,,,3
2025-01-19T14:30:08.000Z,40.865051,-124.082481,8.1,1,12,0.73,1.07,1.31,-6.3,18.1,168.4,14.2,,,3
2025-01-19T14:30:08.200Z,40.864975,-124.082432,8.0,1,12,0.73,1.07,1.31,-6.3,18.2,168.1,14.2,,,3
2025-01-19T14:30:08.400Z,40.864899,-124.082382,7.9,1,12,0.72,1.06,1.30,-6.3,18.4,167.8,14.2,,,3
2025-01-19T14:30:08.600Z,40.864822,-124.082331,7.8,1,12,0.72,1.06,1.30,-6.3,18.4,167.8,14.2,,,3
2025-01-19T14:30:08.800Z,40.864745,-124.082280,7.7,1,12,0.71,1.05,1.29,-6.3,18.4,167.8,14.2,,,3
2025-01-19T14:30:09.000Z,40.864667,-124.082228,7.6,1,12,0.71,1.05,1.29,-6.3,18.4,167.7,14.2,,,3
2025-01-19T14:30:09.200Z,40.864589,-124.082175,7.5,1,11,0.78,1.12,1.36,-6.3,18.4,167.7,14.2,,,3
2025-01-19T14:30:09.400Z,40.864510,-124.082121,7.4,1,11,0.78,1.12,1.36,-6.3,18.4,167.7,14.2,,,3
2025-01-19T14:30:09.600Z,40.864431,-124.082067,7.3,1,11,0.77,1.11,1.35,-6.3,18.4,167.7,14.2,,,3
2025-01-19T14:30:09.800Z,40.864351,-124.082012,7.2,1,11,0.77,1.11,1.35,-6.3,18.4,167.6,14.2,,,3
2025-01-19T14:30:10.000Z,40.864271,-124.081956,7.1,1,11,0.76,1.10,1.34,-6.3,18.4,167.6,14.2,,,3
2025-01-19T14:30:10.200Z,40.864190,-124.081900,7.0,1,11,0.76,1.10,1.34,-6.3,18.3,167.8,14.2,,,3
2025-01-19T14:30:10.400Z,40.864110,-124.081844,6.9,1,11,0.75,1.09,1.33,-6.3,18.2,168.1,14.2,,,3
2025-01-19T14:30:10.600Z,40.864031,-124.081789,6.8,1,11,0.75,1.09,1.33,-6.3,18.2,168.3,14.2,,,3
2025-01-19T14:30:10.800Z,40.863952,-124.081734,6.7,1,12,0.71,1.04,1.28,-6.3,18.1,168.5,14.2,,,3
2025-01-19T14:30:11.000Z,40.863874,-124.081680,6.6,1,12,0.71,1.04,1.28,-6.3,18.0,168.6,14.2,,,3
2025-01-19T14:30:11.200Z,40.863797,-124.081627,6.5,1,12,0.70,1.03,1.27,-6.3,18.0,168.9,14.2,,,3
2025-01-19T14:30:11.400Z,40.863720,-124.081575,6.4,1,12,0.70,1.03,1.27,-6.3,17.9,169.1,14.2,,,3
2025-01-19T14:30:11.600Z,40.863644,-124.081524,6.3,1,12,0.69,1.02,1.26,-6.3,17.8,169.3,14.2,,,3
2025-01-19T14:30:11.800Z,40.863569,-124.081474,6.2,1,12,0.69,1.02,1.26,-6.3,17.8,169.5,14.2,,,3
2025-01-19T14:30:12.000Z,40.863494,-124.081425,6.1,1,12,0.68,1.01,1.25,-6.3,17.7,169.7,14.2,,,3
2025-01-19T14:30:12.200Z,40.863420,-124.081377,6.0,1,13,0.66,0.98,1.22,-6.3,17.6,169.8,14.2,,,3
2025-01-19T14:30:12.400Z,40.863347,-124.081330,5.9,1,13,0.66,0.98,1.22,-6.3,17.6,170.0,14.2,,,3
2025-01-19T14:30:12.600Z,40.863274,-124.081284,5.8,1,13,0.65,0.97,1.21,-6.3,17.5,170.2,14.2,,,3
2025-01-19T14:30:12.800Z,40.863202,-124.081239,5.7,1,13,0.65,0.97,1.21,-6.3,17.5,170.4,14.2,,,3
2025-01-19T14:30:13.000Z,40.863131,-124.081195,5.6,1,13,0.64,0.96,1.20,-6.3,17.4,170.6,14.2,,,3
2025-01-19T14:30:13.200Z,40.863060,-124.081152,5.5,1,13,0.64,0.96,1.20,-6.3,17.4,170.8,14.2,,,3
2025-01-19T14:30:13.400Z,40.862990,-124.081110,5.4,1,13,0.63,0.95,1.19,-6.3,17.3,170.9,14.2,,,3
2025-01-19T14:30:13.600Z,40.862921,-124.081069,5.3,1,13,0.63,0.95,1.19,-6.3,17.3,171.1,14.2,,,3
2025-01-19T14:30:13.800Z,40.862852,-124.081029,5.2,1,13,0.62,0.94,1.18,-6.3,17.2,171.3,14.2,,,3
2025-01-19T14:30:14.000Z,40.862784,-124.080990,5.1,1,14,0.60,0.91,1.15,-6.3,17.1,171.5,14.2,,,3
2025-01-19T14:30:14.200Z,40.862717,-124.080952,5.0,1,14,0.60,0.91,1.15,-6.3,17.1,171.7,14.2,,,3
2025-01-19T14:30:14.400Z,40.862650,-124.080915,4.9,1,14,0.59,0.90,1.14,-6.3,17.0,171.9,14.2,,,3
2025-01-19T14:30:14.600Z,40.862584,-124.080879,4.8,1,14,0.59,0.90,1.14,-6.3,17.0,172.0,14.2,,,3
2025-01-19T14:30:14.800Z,40.862519,-124.080844,4.7,1,14,0.58,0.89,1.13,-6.3,17.0,172.2,14.2,,,3
2025-01-19T14:30:15.000Z,40.862454,-124.080810,4.6,1,14,0.58,0.89,1.13,-6.3,16.9,172.4,14.2,,,3
2025-01-19T14:30:15.200Z,40.862390,-124.080777,4.5,1,14,0.57,0.88,1.12,-6.3,16.9,172.5,14.2,,,3
2025-01-19T14:30:15.400Z,40.862327,-124.080745,4.4,1,14,0.57,0.88,1.12,-6.3,16.8,172.7,14.2,,,3
2025-01-19T14:30:15.600Z,40.862264,-124.080714,4.3,1,14,0.56,0.87,1.11,-6.3,16.8,172.8,14.2,,,3
2025-01-19T14:30:15.800Z,40.862202,-124.080684,4.2,1,14,0.56,0.87,1.11,-6.3,16.7,173.0,14.2,,,3
2025-01-19T14:30:16.000Z,40.862141,-124.080655,4.1,1,13,0.63,0.94,1.18,-6.3,16.7,173.1,14.2,,,3
2025-01-19T14:30:16.200Z,40.862080,-124.080627,4.0,1,13,0.63,0.94,1.18,-6.3,16.7,173.3,14.2,,,3
2025-01-19T14:30:16.400Z,40.862020,-124.080600,3.9,1,13,0.62,0.93,1.17,-6.3,16.6,173.4,14.2,,,3
2025-01-19T14:30:16.600Z,40.861961,-124.080574,3.8,1,13,0.62,0.93,1.17,-6.3,16.6,173.6,14.2,,,3
2025-01-19T14:30:16.800Z,40.861902,-124.080549,3.7,1,13,0.61,0.92,1.16,-6.3,16.5,173.7,14.2,,,3
2025-01-19T14:30:17.000Z,40.861844,-124.080525,3.6,1,13,0.61,0.92,1.16,-6.3,16.5,173.9,14.2,,,3
2025-01-19T14:30:17.200Z,40.861786,-124.080502,3.5,1,13,0.60,0.91,1.15,-6.3,16.5,174.0,14.2,,,3
2025-01-19T14:30:17.400Z,40.861729,-124.080480,3.4,1,13,0.60,0.91,1.15,-6.3,16.4,174.2,14.2,,,3
2025-01-19T14:30:17.600Z,40.861673,-124.080459,3.3,1,12,0.67,0.98,1.22,-6.3,16.4,174.3,14.2,,,3
2025-01-19T14:30:17.800Z,40.861617,-124.080439,3.2,1,12,0.67,0.98,1.22,-6.3,16.4,174.4,14.2,,,3
2025-01-19T14:30:18.000Z,40.861562,-124.080420,3.1,1,12,0.66,0.97,1.21,-6.3,16.4,174.5,14.2,,,3
2025-01-19T14:30:18.200Z,40.861507,-124.080402,3.0,1,12,0.66,0.97,1.21,-6.3,16.3,174.6,14.2,,,3
2025-01-19T14:30:18.400Z,40.861453,-124.080385,2.9,1,12,0.65,0.96,1.20,-6.3,16.3,174.8,14.2,,,3
2025-01-19T14:30:18.600Z,40.861400,-124.080369,2.8,1,12,0.65,0.96,1.20,-6.3,16.3,174.9,14.2,,,3
2025-01-19T14:30:18.800Z,40.861347,-124.080354,2.7,1,12,0.64,0.95,1.19,-6.3,16.2,175.0,14.2,,,3
2025-01-19T14:30:19.000Z,40.861295,-124.080340,2.6,1,12,0.64,0.95,1.19,-6.3,16.2,175.1,14.2,,,3
2025-01-19T14:30:19.200Z,40.861243,-124.080327,2.5,1,11,0.71,1.02,1.26,-6.3,16.2,175.2,14.2,,,3
2025-01-19T14:30:19.400Z,40.861192,-124.080315,2.4,1,11,0.71,1.02,1.26,-6.3,16.1,175.3,14.2,,,3
2025-01-19T14:30:19.600Z,40.861142,-124.080304,2.3,1,11,0.70,1.01,1.25,-6.3,16.1,175.4,14.2,,,3
2025-01-19T14:30:19.800Z,40.861092,-124.080294,2.2,1,11,0.70,1.01,1.25,-6.3,16.1,175.5,14.2,,,3
2025-01-19T14:30:20.000Z,40.861043,-124.080285,2.1,1,11,0.69,1.00,1.24,-6.3,16.1,175.6,14.2,,,3
2025-01-19T14:30:20.200Z,40.860994,-124.080277,2.0,1,11,0.69,1.00,1.24,-6.3,16.0,175.7,14.2,,,3
2025-01-19T14:30:20.400Z,40.860946,-124.080270,1.9,1,11,0.68,0.99,1.23,-6.3,16.0,175.8,14.2,,,3
2025-01-19T14:30:20.600Z,40.860899,-124.080264,1.8,1,11,0.68,0.99,1.23,-6.3,16.0,175.8,14.2,,,3
2025-01-19T14:30:20.800Z,40.860852,-124.080259,1.7,1,10,0.75,1.07,1.31,-6.3,16.0,175.9,14.2,,,3
2025-01-19T14:30:21.000Z,40.860806,-124.080255,1.6,1,10,0.75,1.07,1.31,-6.3,16.0,176.0,14.2,,,3
2025-01-19T14:30:21.200Z,40.860760,-124.080252,1.5,1,10,0.74,1.06,1.30,-6.3,15.9,176.1,14.2,,,3
2025-01-19T14:30:21.400Z,40.860715,-124.080250,1.4,1,10,0.74,1.06,1.30,-6.3,15.9,176.1,14.2,,,3
2025-01-19T14:30:21.600Z,40.860671,-124.080249,1.3,1,10,0.73,1.05,1.29,-6.3,15.9,176.2,14.2,,,3
2025-01-19T14:30:21.800Z,40.860627,-124.080249,1.2,1,10,0.73,1.05,1.29,-6.3,15.9,176.3,14.2,,,3
2025-01-19T14:30:22.000Z,40.860583,-124.080250,1.1,1,10,0.72,1.04,1.28,-6.3,15.9,176.3,14.2,,,3
2025-01-19T14:30:22.200Z,40.860540,-124.080252,1.0,1,10,0.72,1.04,1.28,-6.3,15.8,176.4,14.2,,,3
2025-01-19T14:30:22.400Z,40.860498,-124.080255,0.9,1,11,0.69,1.00,1.24,-6.3,15.8,176.4,14.2,,,3
2025-01-19T14:30:22.600Z,40.860456,-124.080259,0.8,1,11,0.69,1.00,1.24,-6.3,15.8,176.5,14.2,,,3
2025-01-19T14:30:22.800Z,40.860415,-124.080264,0.7,1,11,0.68,0.99,1.23,-6.3,15.8,176.5,14.2,,,3
2025-01-19T14:30:23.000Z,40.860374,-124.080270,0.6,1,11,0.68,0.99,1.23,-6.3,15.8,176.5,14.2,,,3
2025-01-19T14:30:23.200Z,40.860334,-124.080277,0.5,1,11,0.67,0.98,1.22,-6.3,15.8,176.6,14.2,,,3
2025-01-19T14:30:23.400Z,40.860294,-124.080285,0.4,1,11,0.67,0.98,1.22,-6.3,15.8,176.6,14.2,,,3
2025-01-19T14:30:23.600Z,40.860255,-124.080294,0.3,1,11,0.66,0.97,1.21,-6.3,15.7,176.6,14.2,,,3
2025-01-19T14:30:23.800Z,40.860216,-124.080304,0.2,1,11,0.66,0.97,1.21,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:24.000Z,40.860178,-124.080315,0.1,1,12,0.64,0.94,1.18,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:24.200Z,40.860140,-124.080327,0.0,1,12,0.64,0.94,1.18,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:24.400Z,40.860103,-124.080340,-0.1,1,12,0.63,0.93,1.17,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:24.600Z,40.860066,-124.080354,-0.2,1,12,0.63,0.93,1.17,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:24.800Z,40.860030,-124.080369,-0.3,1,12,0.62,0.92,1.16,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:25.000Z,40.859994,-124.080385,-0.4,1,12,0.62,0.92,1.16,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:25.200Z,40.859959,-124.080402,-0.5,1,12,0.61,0.91,1.15,-6.3,15.7,176.7,14.2,,,3
2025-01-19T14:30:25.400Z,40.859924,-124.080420,-0.6,1,12,0.61,0.91,1.15,-6.3,15.6,176.7,14.2,,,3
2025-01-19T14:30:25.600Z,40.859890,-124.080439,-0.7,1,12,0.60,0.90,1.14,-6.3,15.6,176.7,14.2,,,3
2025-01-19T14:30:25.800Z,40.859856,-124.080459,-0.8,1,12,0.60,0.90,1.14,-6.3,15.6,176.7,14.2,,,3
2025-01-19T14:30:26.000Z,40.859822,-124.080480,-0.9,1,13,0.58,0.87,1.11,-6.3,15.6,176.7,14.2,,,3
2025-01-19T14:30:26.200Z,40.859789,-124.080502,-1.0,1,13,0.58,0.87,1.11,-6.3,15.6,176.6,14.2,,,3
2025-01-19T14:30:26.400Z,40.859757,-124.080525,-1.1,1,13,0.57,0.86,1.10,-6.3,15.6,176.6,14.2,,,3
2025-01-19T14:30:26.600Z,40.859725,-124.080549,-1.2,1,13,0.57,0.86,1.10,-6.3,15.6,176.6,14.2,,,3
2025-01-19T14:30:26.800Z,40.859693,-124.080574,-1.3,1,13,0.56,0.85,1.09,-6.3,15.6,176.6,14.2,,,3
2025-01-19T14:30:27.000Z,40.859662,-124.080600,-1.4,1,13,0.56,0.85,1.09,-6.3,15.6,176.5,14.2,,,3
2025-01-19T14:30:27.200Z,40.859631,-124.080627,-1.5,1,13,0.55,0.84,1.08,-6.3,15.6,176.5,14.2,,,3
2025-01-19T14:30:27.400Z,40.859601,-124.080655,-1.6,1,13,0.55,0.84,1.08,-6.3,15.5,176.4,14.2,,,3
2025-01-19T14:30:27.600Z,40.859571,-124.080684,-1.7,1,13,0.54,0.83,1.07,-6.3,15.5,176.4,14.2,,,3
2025-01-19T14:30:27.800Z,40.859542,-124.080714,-1.8,1,13,0.54,0.83,1.07,-6.3,15.5,176.3,14.2,,,3
2025-01-19T14:30:28.000Z,40.859513,-124.080745,-1.9,1,14,0.52,0.80,1.04,-6.3,15.5,176.3,14.2,,,3
2025-01-19T14:30:28.200Z,40.859485,-124.080777,-2.0,1,14,0.52,0.80,1.04,-6.3,15.5,176.2,14.2,,,3
2025-01-19T14:30:28.400Z,40.859457,-124.080810,-2.1,1,14,0.51,0.79,1.03,-6.3,15.5,176.1,14.2,,,3
2025-01-19T14:30:28.600Z,40.859430,-124.080844,-2.2,1,14,0.51,0.79,1.03,-6.3,15.5,176.1,14.2,,,3
2025-01-19T14:30:28.800Z,40.859403,-124.080879,-2.3,1,14,0.50,0.78,1.02,-6.3,15.5,176.0,14.2,,,3
2025-01-19T14:30:29.000Z,40.859377,-124.080915,-2.4,1,14,0.50,0.78,1.02,-6.3,15.5,175.9,14.2,,,3
2025-01-19T14:30:29.200Z,40.859351,-124.080952,-2.5,1,14,0.49,0.77,1.01,-6.3,15.5,175.8,14.2,,,3
2025-01-19T14:30:29.400Z,40.859326,-124.080990,-2.6,1,14,0.49,0.77,1.01,-6.3,15.5,175.8,14.2,,,3
2025-01-19T14:30:29.600Z,40.859301,-124.081029,-2.7,1,14,0.48,0.76,1.00,-6.3,15.5,175.7,14.2,,,3
2025-01-19T14:30:29.800Z,40.859277,-124.081069,-2.8,1,14,0.48,0.76,1.00,-6.3,15.6,175.6,14.2,,,3
2025-01-19T14:30:30.000Z,40.859253,-124.081110,-2.9,1,13,0.54,0.82,1.06,-6.3,15.6,175.5,14.2,,,3
